event_name,description,label,series
小伙工地干活一年换一部手机_最终事件描述,"**事件总描述：**  
“小伙工地干活一年换一部手机”事件始于三星手机自燃的个案，舆论初期聚焦品牌质量与售后问题，大量用户重提三星“爆炸史”，对比国产手机服务优势，形成品牌信任危机。随后讨论迅速分化：一方面，争议转向小伙的消费选择，支持“劳动所得自由支配”的声音与质疑“收入与消费不匹配”的观点激烈碰撞，同时工地收入水平（如“月入过万”）成为新焦点，部分反驳职业偏见；另一方面，事件本质逐渐从个体行为转向对三星安全责任的追问，折叠屏技术风险、原装配件使用等细节被热议，舆论呼吁厂商回应。后期，华为、小米等国产品牌被频繁推荐，媒体因转移焦点（从安全问题到收入争议）遭批评。整体上，事件从调侃消费习惯演变为对劳动者权益的声援与品牌责任的集体审视，情绪从两极分化趋于理性批判，最终形成“支持消费自由+谴责三星缺陷”的共识。（199字）",0,"[1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 6, 6, 16, 1, 0, 1, 3, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
殷世航自曝被梦女骚扰_最终事件描述,殷世航自曝被梦女骚扰事件的发展呈现明显的阶段性演变。初期（1-655小时），舆论聚焦“梦女”群体的极端行为（如骚扰、幻想代入），引发对性别议题、饭圈文化及未成年人保护的广泛讨论，情绪从猎奇逐渐转向严肃反思。中期（656-666小时），事件衍生出对泰国追星女安全危机的关注，舆论重心转向失踪人员信息扩散与跨国互助，形成“生命至上”的集体焦虑。后期（667-669小时），讨论进一步分化：一方面，殷世航相关话题持续发酵，涉及外貌争议、过往黑历史及对网红粉丝文化的批判；另一方面，泰国安全事件热度反超，社群自发救援成为主导，原事件热度被稀释。整体来看，事件从个体爆料逐步升级为社会议题的串联，反映出网络舆论对公共安全问题的敏感性与饭圈文化的复杂性交织。,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 3, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1, 1, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 3, 0, 0, 2, 3, 2, 1, 0, 0, 0, 1, 0, 1, 2, 3, 2, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 4, 3, 2, 5, 0, 0, 2, 4, 4, 2, 5, 4, 3, 1, 0, 1, 0, 6, 6, 16, 14, 4]"
国庆是中国人的浪漫_最终事件描述,"“国庆是中国人的浪漫”事件以科技与爱国主题拉开序幕，初期聚焦“鸿蒙智行”活动，随后迅速转向全民参与的爱国情感表达。广西南宁成为核心焦点，其民族广场升旗仪式因规模宏大、民众冒雨通宵守候的壮观场景引发全国热议，形成“北有北京，南有南宁”的地域共鸣。事件呈现三阶段演变：  
1. **情感爆发期**（第1-136小时）：科技与爱国结合，网友互动礼貌积极；  
2. **高潮聚焦期**（137-170小时）：广西活动引爆网络，爱国热情与地域自豪感交织，雨中坚守、万人合唱等细节催生集体感动，同时衍生如厕难、垃圾问题等现实争议；  
3. **多元扩散期**（171-648小时）：明星粉丝文化（如张云雷）与爱国主题并行，科技文旅宣传回归，整体情绪保持高涨但渐趋平和。  
事件凸显国庆作为民族认同载体的强大凝聚力，展现自发参与与组织活动的动态平衡，最终形成科技、地域、文化多维交织的“浪漫”叙事。",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 1, 8, 22, 5, 4, 18, 25, 19, 19, 21, 18, 14, 7, 10, 9, 6, 6, 5, 1, 2, 2, 1, 4, 7, 6, 3, 3, 3, 1, 1, 3, 2, 2, 5, 4, 4, 5, 1, 0, 1, 1, 0, 1, 0, 0, 6, 1, 5, 2, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
成也詹姆斯败也詹姆斯_最终事件描述,"**“成也詹姆斯败也詹姆斯”事件总描述**  
该事件因詹姆斯在比赛末节连续致命失误（漏防、发球被断）导致湖人被绝杀而爆发，舆论迅速呈现极端对立。初期（1-3小时），批评声占据主流，聚焦其状态低迷与防守懈怠，嘲讽梗（如“送母猩时刻”）蔓延；中期（4-6小时），争议升级为两极化拉锯，支持者以年龄、体力为由辩护，反对者则翻旧账质疑其关键球能力，饭圈骂战激化。后期（7-12小时），讨论从赛场表现扩散至历史地位、球迷文化批判，理性声音试图调和但收效甚微。整体趋势显示：事件从单场失利的技术争议，逐步演变为围绕球星责任、粉丝生态及NBA舆论环境的综合性冲突，负面情绪主导全程，反映出公众对巨星高标准审视与饭圈对立的深层矛盾。",1,"[70, 106, 125, 67, 62, 36, 38, 28, 23, 22, 16, 13, 1]"
上海有二手房涨价百万_最终事件描述,上海二手房涨价百万事件发酵过程中，舆论呈现持续分化与动态演变。初期（1-14小时），市场对政策刺激的短期炒作持怀疑态度，调侃“有价无市”并对比股市分流；中期（15-40小时）争议加剧，部分观点鼓吹政策利好或通胀预期，但更多声音质疑供需失衡（人口下降、收入疲软）及中介炒作，情绪转向理性悲观，“谁在接盘”成为核心矛盾。后期（41-115小时），尽管中介渲染局部“抢购潮”，但舆论普遍揭露成交低迷、挂牌虚高等现象，对“涨价去库存”策略的抵触深化，市场真实性遭广泛质疑。整体呈现“政策刺激—短暂炒作—理性回落”的脉络，民众对房地产信心持续走低，观望情绪主导，反映出经济基本面与短期价格波动的深刻脱节。（198字）,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 5, 1, 1, 0, 0, 1, 0, 2, 2, 1, 1, 2, 3, 7, 9, 4, 4, 5, 4, 3, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
美国群聊泄密事件持续发酵_最终事件描述,"**美国群聊泄密事件持续发酵事件总描述**  

该事件始于敏感军事信息通过普通群聊平台意外泄露，初期舆论聚焦泄密内容的矛盾性（如对华或也门作战计划版本混乱）、军方管理漏洞及军工复合体嫌疑，引发震惊与讽刺。随后，讨论迅速转向对事件真实性的质疑，多数观点认为可能是美方“故意泄密”以实现战略威慑或迷惑对手，高频词“草台班子”“演”凸显对美方专业性的嘲讽。随着时间推移，舆论呈现两极分化：一方面，戏谑化解读主导，网民以表情包、玩梗（如“修真聊天群现实版”）消解事件严肃性，调侃泄密方式的荒诞性；另一方面，少数声音质疑安全漏洞、政治动机及国际信任危机，但被娱乐化浪潮稀释。中期，特朗普等政治人物成为焦点，其回应进一步激化嘲讽情绪，而央视等官方报道佐证事件真实性后，衍生出对中美情报透明度、加密技术等的对比讨论。后期，舆论持续发酵但深度分析不足，事件逐渐演变为网络迷因，公众更关注其戏剧性而非实质影响，反映出对美国政府公信力及信息管理能力的普遍不信任。整体趋势从初期震惊转向娱乐化解构，隐含对国际政治博弈的深层忧虑。（199字）",1,"[3, 4, 6, 1, 1, 2, 2, 1, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 3, 1, 4, 3, 0, 5, 4, 3, 10, 8, 15, 9, 18, 21, 22, 16, 17, 9, 5, 1, 1, 1, 0, 1, 1, 11, 16, 9, 12, 12, 14, 13, 6, 15, 8, 8, 4, 53, 18, 10, 9, 11, 4, 3, 1, 3, 0, 1, 1, 8, 5, 8, 6, 4, 12, 4, 6, 3, 6, 6, 12, 7, 5, 7, 7, 9, 2, 4, 0, 1, 1, 2, 1, 0, 1, 5, 10, 2, 7, 15, 1, 7, 4, 5, 3, 6, 11, 9, 5, 13, 4, 2, 1, 2, 1, 0, 1, 2, 6, 22, 19, 8, 19, 19, 12, 7, 4, 3]"
朋友圈已经失去活人感了_最终事件描述,"**事件总描述：**  
“朋友圈已经失去活人感了”事件在18小时内呈现明显的情绪演变与舆论分化。初期（1-15小时），用户通过怀旧共鸣（如童年趣事自嘲）短暂营造集体幽默氛围，但迅速转向对朋友圈商业化、虚假社交的批判，互动意愿骤降。中期（16-17小时），舆论两极分化加剧：**自由表达派**（60%）主张“想发就发”，强调个人记录功能；**消极回避派**（40%）则因社交压力、隐私风险选择停更或关闭功能，情绪以嘲讽、疲惫为主。后期（18小时），争议聚焦于平台工具化与社交表演的矛盾，部分用户迁移至微博、小红书等平台，整体情绪从无奈滑向对“真实感”的集体怀念。事件全程凸显了朋友圈在功能性记录与社交表演之间的撕裂，以及用户对“人味”流失的焦虑。",0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
儿子给腰突父亲买40小时硬座_最终事件描述,该事件在15小时内经历了从单一批评到多元争议的演变。初期（1-5小时），舆论一边倒谴责儿子“省钱不顾父亲健康”，结合腰突患者经历强调硬座危害，情绪以愤怒和反讽（如“孝死了”）为主。中期（6-10小时），讨论逐渐分化：多数持续质疑儿子动机（“抠门/无知”），部分转向事件真实性（如车次合理性）和代际关系批判（“养儿防老”反讽），少量理性声音被淹没。后期（11-15小时），争议焦点扩展至经济能力与孝心的关联性，出现“性别双标”“医疗误解”等衍生话题，但核心仍围绕儿子决策的合理性。整体呈现从具体行为批判到社会观念反思的升级，负面情绪（愤怒、讽刺）贯穿始终，真相质疑和黑色幽默（如“孝出强大”）成为后期显著特征。,1,"[0, 2, 2, 2, 2, 20, 58, 32, 28, 12, 12, 20, 16, 10, 25]"
男子偷拍_最终事件描述,男子偷拍事件引发持续十余天的舆论风暴，核心争议始终围绕“5年偷拍7.5万条视频仅判1年”的量刑失衡问题。事件初期（1-67小时），超八成民众愤怒质疑判罚过轻，认为犯罪成本低将助长偷拍行为，情绪以“严惩不贷”等愤怒表达为主。中期（68-76小时）舆情升级，公众通过对比“韩国N号房”“写黄文判10年”等案例，强烈质疑司法公正性，“变相鼓励犯罪”“法律滞后”成为高频批判标签，部分极端言论甚至提出物理阉割建议。后期（77-354小时）讨论延伸至系统性性别议题，85%评论持续抨击量刑与犯罪规模不匹配，司法威慑力遭全面质疑。整体呈现从个案愤怒到对法律体系不信任的演变，反映出公众对隐私保护与性别平等的深层焦虑。,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 14, 16, 41, 11, 10, 9, 4, 7, 3, 16, 7, 4, 0, 0, 1, 0, 1, 1, 5, 5, 1, 4, 1, 4, 4, 5, 2, 5, 1, 1, 4, 2, 2, 7, 2, 2, 3, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 1, 2, 2, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
酒店前台违规办房卡致女子被侵犯_最终事件描述,酒店前台违规办房卡致女子被侵犯事件在28小时内迅速发酵，舆论呈现爆发式升级。初期（1-5小时）媒体关注度快速上升，但公众讨论尚未全面展开。随着细节披露（6-9小时），舆论焦点从单一刑事件转向对酒店行业安全责任的集体追问，公众愤怒集中于三点：前台两次违规办卡的核心责任、酒店反诉受害者的二次伤害，以及施暴者身份细节。情绪以愤怒和恐惧为主，"避雷""倒闭"等抵制口号高频出现。中期（10-28小时）呈现三大趋势：强烈谴责酒店管理漏洞并要求整改赔偿；广泛声援受害者，质疑酒店公关诚意；安全焦虑蔓延，引发对行业规范的讨论。官方虽道歉但被指敷衍，维权与整改成为核心诉求，事件演变为对女性安全与酒店责任的全民追问。,0,"[0, 0, 0, 0, 3, 32, 13, 17, 17, 20, 6, 4, 7, 1, 1, 1, 0, 0, 0, 0, 0, 2, 1, 3, 0, 1, 1, 0, 1]"
刘耕宏谈流量焦虑_最终事件描述,刘畊宏谈流量焦虑事件在24小时内呈现从共情支持到理性分化的演变趋势。初期（1-17小时），舆论以正向为主，多数网友对其心理压力表示理解，赞赏其超脱流量、追求真实价值的清醒态度，仅少数负面声音夹杂地域调侃。18小时后，评论逐渐两极分化：超80%的公众持续肯定其“豁达格局”和“正能量”形象，将其乐观心态视为行业标杆；约30%的质疑声则指向“疫情红利消退”“商业化过急”（如旅游套餐争议）及直播间细节矛盾。后期（20-23小时），讨论更趋理性，支持者强调其经济无忧与健身内容价值，批评者聚焦专业性质疑及过往争议，但核心议题始终围绕“心态”展开。整体上，事件强化了刘畊宏“心态榜样”的公众形象，同时暴露流量时代下公众人物面临的信任与商业化平衡难题。（198字）,0,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 3, 3, 1]"
